0.000000000000000e+000,0.000000e+000
2.929687603625553e-010,6.941558e-004
3.106892266374976e-010,7.133713e-004
5.587757544866896e-010,6.670012e-004
8.423032148857662e-010,5.777031e-004
1.409358135683919e-009,2.856649e-004
2.543467977280226e-009,-7.240761e-004
4.721164458383194e-009,-3.920878e-003
7.651333911941347e-009,-1.059266e-002
1.194926993373261e-008,-2.464884e-002
1.741448772307547e-008,-4.845940e-002
2.480094169812568e-008,-8.853475e-002
3.401735617788057e-008,-1.466874e-001
4.602696583004336e-008,-2.289080e-001
6.059170021193571e-008,-3.293184e-001
7.627800925960138e-008,-4.299751e-001
9.411496260562833e-008,-5.279762e-001
1.132086274272874e-007,-6.094278e-001
1.344318944965085e-007,-6.708143e-001
1.569990873245468e-007,-7.049588e-001
1.820240262840628e-007,-7.085157e-001
2.178858692256017e-007,-6.684260e-001
2.568605166099938e-007,-5.826560e-001
2.980261554263399e-007,-4.609432e-001
3.038634314849877e-007,-4.408948e-001
3.155379836022833e-007,-3.970038e-001
3.388870878368745e-007,-3.031518e-001
3.855852963060569e-007,-9.843769e-002
4.585706088426242e-007,2.465818e-001
5.258681408602562e-007,5.798469e-001
5.842329932186473e-007,8.722665e-001
6.436605799969807e-007,1.161022e+000
7.097006649922402e-007,1.451769e+000
7.999677959936922e-007,1.780249e+000
8.797678013466588e-007,1.990072e+000
9.515072533878663e-007,2.096701e+000
1.023551387029040e-006,2.124655e+000
1.095573136861548e-006,2.076603e+000
1.183860739210374e-006,1.933281e+000
1.265084945415519e-006,1.735483e+000
1.362963712272046e-006,1.440713e+000
1.427508783515764e-006,1.228294e+000
1.485994070962522e-006,1.032989e+000
1.544617395054926e-006,8.493333e-001
1.635217556870275e-006,6.017168e-001
1.712277844251320e-006,4.356112e-001
1.783142326715035e-006,3.334341e-001
1.854961274263662e-006,2.827622e-001
1.928121546160442e-006,2.840554e-001
2.001633808244676e-006,3.377243e-001
2.096228236161461e-006,4.676240e-001
2.197473231997514e-006,6.548179e-001
2.267212691201609e-006,8.034688e-001
2.331514029691248e-006,9.458149e-001
2.396303866145906e-006,1.082216e+000
2.483567423716327e-006,1.240137e+000
2.592160225244794e-006,1.388348e+000
2.675181077349511e-006,1.456808e+000
2.744277221587577e-006,1.475467e+000
2.814440219065173e-006,1.460331e+000
2.886354874233536e-006,1.414270e+000
2.961795556442681e-006,1.338382e+000
3.046148449832630e-006,1.230650e+000
3.123152478963160e-006,1.120441e+000
3.199691221283945e-006,1.008356e+000
3.268625276773041e-006,9.132714e-001
3.343340953830379e-006,8.237119e-001
3.418314702844118e-006,7.546660e-001
3.512097772331370e-006,6.993849e-001
3.584616790293113e-006,6.827334e-001
3.662378286059153e-006,6.920632e-001
3.732762601330043e-006,7.227976e-001
3.837333788956604e-006,7.961499e-001
3.920483962981782e-006,8.692130e-001
3.989417978730685e-006,9.363008e-001
4.059769986350774e-006,1.004735e+000
4.130848330535169e-006,1.067514e+000
4.235456268397812e-006,1.142368e+000
4.331300196471233e-006,1.189892e+000
4.401444132741183e-006,1.207284e+000
4.470385967990968e-006,1.208436e+000
4.540021650421784e-006,1.195073e+000
4.625706909818658e-006,1.162180e+000
4.723829081625359e-006,1.109971e+000
4.795401054638669e-006,1.065210e+000
4.863968600464089e-006,1.020006e+000
4.933223686145285e-006,9.761882e-001
5.020259294054841e-006,9.286130e-001
5.129999484443625e-006,8.832226e-001
5.214390957476344e-006,8.619999e-001
5.283698760355986e-006,8.562160e-001
5.354378367675203e-006,8.607146e-001
5.425144703490848e-006,8.748773e-001
5.527955901084786e-006,9.072710e-001
5.611195496645950e-006,9.400823e-001
5.680684839960063e-006,9.703690e-001
5.751458226260354e-006,1.001147e+000
5.824182763411084e-006,1.029756e+000
5.929710242379257e-006,1.063213e+000
6.024038991381931e-006,1.083737e+000
6.094130474621515e-006,1.091180e+000
6.163250170754578e-006,1.091380e+000
6.233036635409772e-006,1.085050e+000
6.320028832746438e-006,1.069738e+000
6.415913752105167e-006,1.046601e+000
6.487234174252988e-006,1.026491e+000
6.556347488083938e-006,1.006051e+000
6.626082536270905e-006,9.863508e-001
6.715127051062212e-006,9.647818e-001
6.825852465178069e-006,9.447196e-001
6.909173855442152e-006,9.357660e-001
6.978532621476461e-006,9.335490e-001
7.049131454404227e-006,9.359149e-001
7.120228404741083e-006,9.426160e-001
7.225120826367798e-006,9.578024e-001
7.307655980455935e-006,9.725632e-001
7.377252212491596e-006,9.861986e-001
7.447946130205606e-006,9.998771e-001
7.524794135076440e-006,1.013149e+000
7.631901422311473e-006,1.027812e+000
7.721453409081101e-006,1.035982e+000
7.791198080012671e-006,1.038851e+000
7.861550764038915e-006,1.038468e+000
7.938559137746792e-006,1.034775e+000
8.028070740038156e-006,1.027148e+000
8.115333729123835e-006,1.017304e+000
8.185606522879798e-006,1.008257e+000
8.255590502216775e-006,9.989681e-001
8.325995717863282e-006,9.901705e-001
8.420096150351689e-006,9.803073e-001
8.533306677591031e-006,9.717201e-001
8.613273914692003e-006,9.684629e-001
8.692231342001160e-006,9.681144e-001
8.779989326608619e-006,9.705191e-001
8.869344054549181e-006,9.753983e-001
8.958097898153490e-006,9.819999e-001
9.028649158244946e-006,9.880199e-001
9.098593214534389e-006,9.941909e-001
9.168985482272558e-006,1.000047e+000
9.262436985826922e-006,1.006577e+000
9.375348823784251e-006,1.012164e+000
9.472298904664648e-006,1.014423e+000
9.576060228987511e-006,1.014023e+000
9.671640441707587e-006,1.011371e+000
9.781739798625550e-006,1.006350e+000
9.857465425602551e-006,1.002118e+000
9.926491644987481e-006,9.979870e-001
1.000128758058552e-005,9.936647e-001
1.008453555901563e-005,9.895011e-001
1.019723049642115e-005,9.854087e-001
1.031850889794582e-005,9.832132e-001
1.043090452005200e-005,9.834480e-001
1.054688847904566e-005,9.857073e-001
1.064182341612725e-005,9.886778e-001
1.071449243838999e-005,9.914199e-001
1.079360617180236e-005,9.945254e-001
1.087926927695894e-005,9.976731e-001
1.096992914985198e-005,1.000386e+000
