0.000000000000000e+000,0.000000e+000
9.999999717180685e-010,2.370114e-007
1.999999943436137e-009,4.763638e-007
2.936362834372647e-008,6.633560e-006
5.672725674401681e-008,1.174613e-005
8.409088514430714e-008,1.581407e-005
1.114545135445975e-007,1.883738e-005
1.388181419448878e-007,2.081607e-005
1.661817703451781e-007,2.175012e-005
1.935453987454684e-007,2.163955e-005
2.887426705677568e-007,1.913390e-005
3.838160131440847e-007,1.417266e-005
5.038315384322710e-007,6.687862e-006
6.263238843946427e-007,-4.934975e-007
7.774372033654717e-007,-6.849209e-006
9.485877165921023e-007,-9.592131e-006
1.111439459261073e-006,-7.811362e-006
1.229700315824859e-006,-4.103394e-006
1.345373791023682e-006,6.761502e-007
1.471040899322974e-006,5.772121e-006
1.750334267868145e-006,1.218285e-005
1.941794998637797e-006,1.136091e-005
2.089126537915794e-006,8.505305e-006
2.238838243843220e-006,4.445902e-006
2.403849447107025e-006,3.980683e-007
2.582765982698100e-006,-1.961852e-006
2.817486240933973e-006,-1.754839e-006
2.955761402309855e-006,-1.094838e-008
3.099774529910501e-006,2.672650e-006
3.270233297571702e-006,5.534244e-006
3.454412452483779e-006,7.213601e-006
3.678732303679085e-006,7.047129e-006
3.840262734072718e-006,5.611282e-006
4.016248668728548e-006,3.461133e-006
4.468121509021270e-006,8.729235e-007
4.728572247299798e-006,2.101908e-006
4.932348142110281e-006,3.675421e-006
5.161646473376215e-006,4.991385e-006
5.407673536228394e-006,5.146617e-006
5.655011796892166e-006,4.174501e-006
5.896658966952219e-006,2.962926e-006
6.192981282761407e-006,2.282231e-006
6.516044056674314e-006,2.775311e-006
6.763738325960508e-006,3.598300e-006
7.068790851335860e-006,4.200899e-006
7.398032339972042e-006,3.937746e-006
7.698490732012939e-006,3.286986e-006
8.071927314857781e-006,2.881652e-006
8.462391967335845e-006,3.210681e-006
9.290848916676336e-006,3.638087e-006
9.828796767711819e-006,3.255237e-006
1.040028338108349e-005,3.218803e-006
1.168351358189095e-005,3.419875e-006
